features,negative,neutral,positive,label
ensemble-mode,0.09386361,0.19550994,0.7106264,positive
ensemble-mode,0.02876225,0.04042676,0.930811,neutral
ensemble-mode,0.7913567,0.15732753,0.05131583,positive
ensemble-mode,0.12550063,0.084617816,0.7898815,negative
ensemble-mode,0.041643262,0.043236803,0.91512,negative
ensemble-mode,0.06639384,0.88596785,0.047638353,positive
ensemble-mode,0.9034246,0.041567314,0.05500804,neutral
ensemble-mode,0.19656059,0.6192891,0.1841503,
ensemble-mode,0.16086404,0.7376836,0.10145231,
ensemble-mode,0.066595316,0.8178203,0.11558441,neutral
ensemble-mode,0.81264925,0.08897887,0.09837178,positive
ensemble-mode,0.869227,0.07987528,0.05089773,
ensemble-mode,0.093369305,0.24842016,0.6582106,
ensemble-mode,0.16497946,0.71481115,0.12020937,positive
ensemble-mode,0.69822663,0.11555877,0.18621458,neutral
ensemble-mode,0.77128184,0.107444525,0.12127366,
ensemble-mode,0.29045022,0.50480646,0.20474333,
ensemble-mode,0.7237857,0.24323958,0.032974675,
ensemble-mode,0.03432998,0.9271479,0.038522143,
ensemble-mode,0.79863656,0.08414625,0.117217146,neutral
ensemble-mode,0.86436146,0.022572912,0.1130656,
ensemble-mode,0.21032736,0.65700394,0.13266869,
ensemble-mode,0.16336218,0.7312846,0.10535318,negative
ensemble-mode,0.18317962,0.0384782,0.7783422,negative
ensemble-mode,0.031132417,0.049645994,0.9192216,neutral
ensemble-mode,0.07445012,0.1083685,0.8171814,
ensemble-mode,0.83342355,0.09783427,0.06874221,
ensemble-mode,0.95045215,0.029971592,0.019576248,positive
ensemble-mode,0.2541409,0.6527033,0.09315577,positive
ensemble-mode,0.01189982,0.01797815,0.97012204,negative
ensemble-mode,0.8131123,0.10679919,0.08008846,negative
ensemble-mode,0.04028742,0.93177575,0.02793687,negative
ensemble-mode,0.06746141,0.047991414,0.88454723,neutral
ensemble-mode,0.8383717,0.12580733,0.035821076,
ensemble-mode,0.018979782,0.0205717,0.96044856,negative
ensemble-mode,0.048088606,0.04449294,0.90741843,
ensemble-mode,0.28249636,0.5466506,0.17085305,negative
ensemble-mode,0.86456853,0.10188576,0.033545684,
ensemble-mode,0.020581525,0.9480214,0.031397056,
ensemble-mode,0.1260797,0.68534654,0.18857378,neutral
ensemble-mode,0.023593025,0.036149714,0.9402573,
ensemble-mode,0.7934315,0.0789506,0.12761784,positive
ensemble-mode,0.88643634,0.09367559,0.019888103,positive
ensemble-mode,0.06475485,0.8830882,0.052157003,negative
ensemble-mode,0.30659017,0.16898021,0.5244296,positive
ensemble-mode,0.19408558,0.6812952,0.12461923,positive
ensemble-mode,0.1561401,0.7508843,0.09297566,
ensemble-mode,0.16572812,0.7364763,0.09779566,neutral
ensemble-mode,0.04671467,0.11235829,0.84092706,negative
ensemble-mode,0.013937956,0.018030638,0.96803147,neutral
ensemble-mode,0.7878356,0.024546321,0.18761808,
ensemble-mode,0.06360559,0.88462234,0.05177206,neutral
ensemble-mode,0.019298727,0.0186642,0.962037,
ensemble-mode,0.16135284,0.7942133,0.0444339,
ensemble-mode,0.8564898,0.085444614,0.058065616,neutral
ensemble-mode,0.02979005,0.021032346,0.94917756,
ensemble-mode,0.106631055,0.8290473,0.06432161,negative
ensemble-mode,0.9251523,0.019078497,0.05576919,negative
ensemble-mode,0.15814258,0.74929833,0.09255906,
ensemble-mode,0.03495901,0.1176577,0.8473833,positive
ensemble-mode,0.96927434,0.020276072,0.010449635,negative
ensemble-mode,0.029900577,0.076187834,0.89391154,negative
ensemble-mode,0.8682403,0.11073395,0.02102575,negative
ensemble-mode,0.10038471,0.75372535,0.14588991,positive
ensemble-mode,0.86707675,0.016480839,0.11644243,
ensemble-mode,0.0255018,0.034309354,0.9401888,
ensemble-mode,0.21543549,0.56672233,0.21784218,negative
ensemble-mode,0.8125609,0.11228718,0.07515189,neutral
ensemble-mode,0.04966554,0.16243753,0.78789693,negative
ensemble-mode,0.4225083,0.32637686,0.25111488,negative
ensemble-mode,0.17024803,0.6609824,0.16876957,
ensemble-mode,0.86674,0.016989771,0.11627029,negative
ensemble-mode,0.046985805,0.9194978,0.03351644,neutral
ensemble-mode,0.87204987,0.034080252,0.09386989,
ensemble-mode,0.071576685,0.8452374,0.08318597,positive
ensemble-mode,0.05821549,0.91195065,0.029833877,positive
ensemble-mode,0.8845308,0.015301538,0.100167714,positive
ensemble-mode,0.8503073,0.09007084,0.05962199,negative
ensemble-mode,0.033848032,0.09328778,0.87286425,negative
ensemble-mode,0.87886995,0.062292747,0.058837336,neutral
ensemble-mode,0.8338989,0.11798343,0.0481177,positive
ensemble-mode,0.8035737,0.13069539,0.06573088,negative
ensemble-mode,0.89113665,0.08503731,0.023826074,neutral
ensemble-mode,0.084542215,0.029307624,0.88615024,positive
ensemble-mode,0.77528125,0.12570406,0.09901475,negative
ensemble-mode,0.20585622,0.6518678,0.14227596,positive
ensemble-mode,0.9270428,0.044629525,0.028327646,positive
ensemble-mode,0.97154176,0.017216595,0.011241676,positive
ensemble-mode,0.04400274,0.11380471,0.8421926,negative
ensemble-mode,0.106162146,0.025086487,0.8687514,neutral
ensemble-mode,0.04101374,0.8711299,0.08785637,neutral
ensemble-mode,0.036630888,0.9371756,0.026193514,positive
ensemble-mode,0.7849104,0.1535676,0.061522003,neutral
ensemble-mode,0.1316589,0.76972127,0.098619774,negative
ensemble-mode,0.06095709,0.8785141,0.060528807,
ensemble-mode,0.07540046,0.8487297,0.075869866,neutral
ensemble-mode,0.20232911,0.7017825,0.095888436,negative
ensemble-mode,0.15703636,0.70990336,0.13306028,
ensemble-mode,0.04338845,0.061117265,0.8954943,
ensemble-mode,0.11994009,0.8232435,0.056816418,
ensemble-mode,0.09147433,0.7741721,0.1343535,neutral
ensemble-mode,0.914541,0.06407507,0.021383926,neutral
ensemble-mode,0.14033371,0.75604093,0.10362534,negative
ensemble-mode,0.888813,0.016938709,0.09424821,positive
ensemble-mode,0.08698617,0.8310554,0.08195848,positive
ensemble-mode,0.049062423,0.9016537,0.04928384,negative
ensemble-mode,0.88065755,0.03812936,0.08121307,neutral
ensemble-mode,0.80025136,0.032872386,0.16687621,positive
ensemble-mode,0.19155928,0.06734637,0.74109435,neutral
ensemble-mode,0.72601706,0.19732241,0.076660536,negative
ensemble-mode,0.044691782,0.9206911,0.034617104,
ensemble-mode,0.6924611,0.11699811,0.19054079,
ensemble-mode,0.9698209,0.018932845,0.0112462025,positive
ensemble-mode,0.8394219,0.03201974,0.12855831,
ensemble-mode,0.06952419,0.8041501,0.12632573,neutral
ensemble-mode,0.0753977,0.8965481,0.028054215,negative
ensemble-mode,0.8075031,0.17940067,0.013096203,negative
ensemble-mode,0.06570445,0.8733207,0.06097484,positive
ensemble-mode,0.1274568,0.77224886,0.10029433,
ensemble-mode,0.02231726,0.076046646,0.90163606,negative
ensemble-mode,0.07952629,0.84221786,0.07825586,positive
ensemble-mode,0.76491606,0.14235754,0.092726424,negative
ensemble-mode,0.18874371,0.7130242,0.09823206,
ensemble-mode,0.3258292,0.5338977,0.14027312,neutral
ensemble-mode,0.028596165,0.036812562,0.9345913,negative
ensemble-mode,0.9119293,0.030949626,0.05712103,positive
ensemble-mode,0.07716705,0.02021036,0.90262264,positive
ensemble-mode,0.1568523,0.7667272,0.07642051,negative
ensemble-mode,0.039397042,0.020198777,0.94040424,positive
ensemble-mode,0.85970366,0.020448644,0.11984775,positive
ensemble-mode,0.78186625,0.113868535,0.1042653,neutral
ensemble-mode,0.061460588,0.891583,0.046956424,negative
ensemble-mode,0.05044955,0.89236516,0.05718521,
ensemble-mode,0.9296346,0.054426618,0.015938818,neutral
ensemble-mode,0.14113513,0.7733804,0.08548451,
ensemble-mode,0.85252684,0.06017581,0.08729737,
ensemble-mode,0.050047264,0.91552144,0.03443133,negative
ensemble-mode,0.10304591,0.022381518,0.8745725,neutral
ensemble-mode,0.034595277,0.9325571,0.032847654,neutral
ensemble-mode,0.7053142,0.18501957,0.10966615,negative
ensemble-mode,0.23134512,0.6639708,0.10468404,
ensemble-mode,0.16380662,0.7670011,0.06919229,negative
ensemble-mode,0.039133552,0.92604667,0.034819808,
ensemble-mode,0.9645378,0.021959996,0.013502168,
ensemble-mode,0.8816753,0.0263041,0.092020616,
ensemble-mode,0.7931512,0.15765797,0.0491908,positive
ensemble-mode,0.8666743,0.11312492,0.020200798,negative
ensemble-mode,0.8631902,0.0591237,0.077686146,negative
ensemble-mode,0.9046786,0.05944722,0.03587425,
ensemble-mode,0.13909964,0.71376187,0.14713849,negative
ensemble-mode,0.2745373,0.5887706,0.13669209,negative
ensemble-mode,0.9187961,0.06293456,0.018269403,positive
ensemble-mode,0.09345274,0.78101146,0.12553582,
ensemble-mode,0.029150266,0.042755112,0.9280946,negative
ensemble-mode,0.028937835,0.9484169,0.022645283,neutral
ensemble-mode,0.12931287,0.69734454,0.1733426,
ensemble-mode,0.1776271,0.7089559,0.113417044,negative
ensemble-mode,0.077229805,0.87177944,0.050990723,negative
ensemble-mode,0.79539645,0.17937452,0.025229031,positive
ensemble-mode,0.20552243,0.6870161,0.10746139,positive
ensemble-mode,0.8913069,0.086533174,0.022159962,neutral
ensemble-mode,0.9268668,0.052059144,0.021074045,neutral
ensemble-mode,0.010225919,0.020425348,0.9693487,negative
ensemble-mode,0.026491791,0.04863994,0.9248683,neutral
ensemble-mode,0.086883835,0.06326808,0.8498481,neutral
ensemble-mode,0.1293919,0.8396159,0.030992197,neutral
ensemble-mode,0.16912916,0.6921208,0.13875005,
ensemble-mode,0.07831194,0.048575923,0.87311214,negative
ensemble-mode,0.36531034,0.5109938,0.12369599,
ensemble-mode,0.021103224,0.040699333,0.93819743,neutral
ensemble-mode,0.13494459,0.82138336,0.04367208,
ensemble-mode,0.03974076,0.11566335,0.8445959,positive
ensemble-mode,0.9460009,0.026991095,0.027008118,neutral
ensemble-mode,0.8604706,0.025183845,0.11434557,
ensemble-mode,0.046937138,0.059327587,0.8937353,
ensemble-mode,0.24253151,0.64720005,0.1102684,neutral
ensemble-mode,0.02890475,0.03896671,0.93212855,negative
ensemble-mode,0.9029505,0.026619641,0.07042983,
ensemble-mode,0.019571217,0.027876103,0.9525527,neutral
ensemble-mode,0.08708119,0.8085251,0.104393765,negative
ensemble-mode,0.6523472,0.29322582,0.05442698,neutral
ensemble-mode,0.1375204,0.76684034,0.09563923,neutral
ensemble-mode,0.055850714,0.8855802,0.058569152,
ensemble-mode,0.09219636,0.87942713,0.02837646,
ensemble-mode,0.102151684,0.10438737,0.79346097,negative
ensemble-mode,0.051904574,0.8819462,0.06614927,
ensemble-mode,0.049834207,0.07548872,0.87467706,negative
ensemble-mode,0.84707594,0.104688525,0.048235573,positive
ensemble-mode,0.7336985,0.19908226,0.06721924,neutral
ensemble-mode,0.011876996,0.017548628,0.97057444,
ensemble-mode,0.026821036,0.124997884,0.8481811,neutral
ensemble-mode,0.10894525,0.8476105,0.04344429,negative
ensemble-mode,0.05532228,0.91117084,0.033506952,
ensemble-mode,0.06628771,0.8517064,0.08200593,negative
ensemble-mode,0.07716554,0.068923526,0.8539109,negative
ensemble-mode,0.7871086,0.047599666,0.1652917,neutral
ensemble-mode,0.6966044,0.20645753,0.09693803,
ensemble-mode,0.91926897,0.05831629,0.022414772,
ensemble-mode,0.040689256,0.067007035,0.89230376,neutral
ensemble-mode,0.9051398,0.053338233,0.04152201,negative
ensemble-mode,0.84577364,0.12816203,0.026064333,
ensemble-mode,0.08430552,0.8169382,0.098756194,
ensemble-mode,0.09435525,0.03642823,0.8692165,neutral
ensemble-mode,0.030338729,0.93660414,0.033057086,neutral
ensemble-mode,0.13599792,0.7218418,0.14216028,
ensemble-mode,0.9172826,0.06896353,0.013753891,neutral
ensemble-mode,0.6922278,0.19749908,0.110273115,
ensemble-mode,0.96816,0.02021597,0.011624078,neutral
ensemble-mode,0.1857915,0.7559293,0.05827921,
ensemble-mode,0.06944437,0.84475565,0.08580001,negative
ensemble-mode,0.25520188,0.6223687,0.122429386,neutral
ensemble-mode,0.70408535,0.18445517,0.11145947,
ensemble-mode,0.12391953,0.79110634,0.08497412,
ensemble-mode,0.04297665,0.116958916,0.8400644,negative
ensemble-mode,0.9642614,0.017458385,0.018280158,positive
ensemble-mode,0.010975496,0.017424118,0.9716004,
ensemble-mode,0.8879216,0.019163484,0.092914976,negative
ensemble-mode,0.061895724,0.90942794,0.028676335,
ensemble-mode,0.09445014,0.82390016,0.08164973,positive
ensemble-mode,0.038848445,0.032666415,0.92848516,neutral
ensemble-mode,0.09606681,0.029971804,0.8739614,positive
ensemble-mode,0.7623528,0.04031495,0.19733219,
ensemble-mode,0.10716401,0.12839283,0.7644432,
ensemble-mode,0.18895757,0.5426774,0.26836506,
ensemble-mode,0.32702112,0.5525316,0.12044726,
ensemble-mode,0.8930623,0.018054483,0.08888329,negative
ensemble-mode,0.036037948,0.9318964,0.032065663,negative
ensemble-mode,0.7929813,0.075783595,0.13123508,
ensemble-mode,0.0904017,0.82403433,0.08556397,neutral
ensemble-mode,0.8304661,0.052090064,0.11744385,neutral
ensemble-mode,0.033061042,0.04721639,0.91972256,negative
ensemble-mode,0.78639257,0.1439726,0.06963486,neutral
ensemble-mode,0.914532,0.01905962,0.06640835,negative
ensemble-mode,0.03133223,0.09021436,0.87845343,neutral
ensemble-mode,0.7093743,0.117951415,0.17267427,positive
ensemble-mode,0.17798148,0.673865,0.14815347,neutral
ensemble-mode,0.052503828,0.04337538,0.9041208,
ensemble-mode,0.20485969,0.57141024,0.22373003,neutral
ensemble-mode,0.04037874,0.9177276,0.0418937,neutral
ensemble-mode,0.15923645,0.79047865,0.050284952,neutral
ensemble-mode,0.930524,0.029030474,0.04044551,neutral
ensemble-mode,0.030405164,0.06108141,0.9085134,negative
ensemble-mode,0.12320346,0.677904,0.19889247,
ensemble-mode,0.6565066,0.30277854,0.04071487,
ensemble-mode,0.06178681,0.15255524,0.7856579,negative
ensemble-mode,0.020808728,0.019417826,0.9597734,
ensemble-mode,0.037381478,0.9058812,0.056737326,
ensemble-mode,0.059903283,0.023619149,0.9164776,negative
ensemble-mode,0.5727514,0.097379185,0.32986948,negative
ensemble-mode,0.06829417,0.06729468,0.8644112,
ensemble-mode,0.059712384,0.044888146,0.89539945,positive
ensemble-mode,0.7684217,0.030514194,0.20106407,negative
ensemble-mode,0.01204827,0.01786427,0.9700875,neutral
ensemble-mode,0.21348676,0.72668064,0.059832603,
ensemble-mode,0.92132056,0.019795384,0.058884062,
ensemble-mode,0.14544737,0.81982696,0.03472567,negative
ensemble-mode,0.83917373,0.051840477,0.10898575,negative
ensemble-mode,0.04412523,0.9314947,0.024380054,
ensemble-mode,0.10752554,0.83176917,0.060705308,neutral
ensemble-mode,0.80209994,0.055926133,0.14197385,positive
ensemble-mode,0.5218549,0.113198854,0.3649463,neutral
ensemble-mode,0.10063187,0.024919318,0.87444884,positive
ensemble-mode,0.9030482,0.0763049,0.020646902,neutral
ensemble-mode,0.62258923,0.2719264,0.10548436,
ensemble-mode,0.06816044,0.06468902,0.86715055,neutral
ensemble-mode,0.041834652,0.9157894,0.04237596,
ensemble-mode,0.81658024,0.13535015,0.04806967,
ensemble-mode,0.30345765,0.6386154,0.05792695,negative
ensemble-mode,0.067850456,0.08393056,0.848219,neutral
ensemble-mode,0.79337007,0.15647484,0.050155062,neutral
ensemble-mode,0.18988945,0.57780063,0.23230992,
ensemble-mode,0.15196206,0.035087693,0.8129503,
ensemble-mode,0.86452395,0.072649516,0.0628265,negative
ensemble-mode,0.8810378,0.05887395,0.060088255,positive
ensemble-mode,0.023171138,0.96213704,0.01469184,positive
ensemble-mode,0.8493541,0.015711749,0.13493422,
ensemble-mode,0.011226623,0.018591937,0.97018147,positive
ensemble-mode,0.08757404,0.8755843,0.036841627,negative
ensemble-mode,0.056231312,0.87426466,0.06950408,neutral
ensemble-mode,0.92438096,0.017286798,0.058332246,positive
ensemble-mode,0.020759983,0.021372674,0.9578673,negative
ensemble-mode,0.1323682,0.76133734,0.10629442,positive
ensemble-mode,0.7236558,0.097966984,0.17837718,neutral
ensemble-mode,0.8188972,0.13885629,0.04224647,positive
ensemble-mode,0.8482701,0.13826217,0.013467647,negative
ensemble-mode,0.7803816,0.16717072,0.0524477,
ensemble-mode,0.07591125,0.018244639,0.9058441,negative
ensemble-mode,0.1710893,0.7891159,0.039794795,positive
ensemble-mode,0.01153807,0.121295296,0.8671667,negative
ensemble-mode,0.6893827,0.27233624,0.038281046,
ensemble-mode,0.05996165,0.045619726,0.89441866,
ensemble-mode,0.020536063,0.052680228,0.92678374,positive
ensemble-mode,0.66062504,0.2821247,0.057250295,
ensemble-mode,0.05437581,0.044263404,0.90136075,negative
ensemble-mode,0.80711997,0.10196549,0.0909146,
ensemble-mode,0.010021748,0.017413827,0.97256434,positive
ensemble-mode,0.1799181,0.6661709,0.15391107,neutral
ensemble-mode,0.03286913,0.06031131,0.9068195,neutral
ensemble-mode,0.20767216,0.6369931,0.15533474,neutral
ensemble-mode,0.01435448,0.11222346,0.8734221,neutral
ensemble-mode,0.012108741,0.021067202,0.96682405,neutral
ensemble-mode,0.9687076,0.016999574,0.014292744,
ensemble-mode,0.80602443,0.028322857,0.16565265,
ensemble-mode,0.89401525,0.029571967,0.0764128,positive
ensemble-mode,0.034567192,0.10891659,0.85651624,
ensemble-mode,0.03160058,0.05790019,0.9104993,
ensemble-mode,0.18321328,0.72592086,0.090865865,neutral
ensemble-mode,0.9453864,0.041465163,0.013148417,positive
ensemble-mode,0.0571356,0.18039861,0.76246583,negative
ensemble-mode,0.035996832,0.92718506,0.03681811,negative
ensemble-mode,0.03876627,0.058540095,0.9026936,positive
ensemble-mode,0.17134297,0.060569886,0.76808715,positive
ensemble-mode,0.17634252,0.72310036,0.10055711,neutral
ensemble-mode,0.8842205,0.072769,0.04301057,neutral
ensemble-mode,0.93322206,0.01750901,0.04926898,neutral
ensemble-mode,0.88786185,0.055202343,0.056935847,positive
ensemble-mode,0.03505727,0.9355483,0.029394452,negative
ensemble-mode,0.033887204,0.94117093,0.024941891,neutral
ensemble-mode,0.8569978,0.021073272,0.12192897,negative
ensemble-mode,0.040669195,0.03565065,0.9236802,positive
ensemble-mode,0.036359586,0.93459827,0.02904222,negative
ensemble-mode,0.012370542,0.016987313,0.97064215,negative
ensemble-mode,0.8505307,0.1301137,0.019355586,
ensemble-mode,0.021661513,0.02205043,0.95628804,neutral
ensemble-mode,0.06251717,0.9052509,0.03223198,positive
ensemble-mode,0.8974631,0.08739508,0.015141789,neutral
ensemble-mode,0.80173314,0.17412671,0.024140123,neutral
ensemble-mode,0.05546065,0.6497533,0.29478613,
ensemble-mode,0.9282086,0.050442446,0.021348983,
ensemble-mode,0.08348415,0.84431744,0.072198436,
ensemble-mode,0.9439198,0.04992596,0.0061543444,negative
ensemble-mode,0.756802,0.16909707,0.07410094,negative
ensemble-mode,0.037079412,0.0575934,0.9053272,negative
ensemble-mode,0.1910571,0.7384445,0.07049836,neutral
ensemble-mode,0.8763518,0.045966275,0.077681966,neutral
ensemble-mode,0.3635053,0.53619623,0.10029849,
ensemble-mode,0.23455486,0.6349365,0.13050868,neutral
ensemble-mode,0.90754414,0.015434995,0.07702093,
ensemble-mode,0.059762657,0.89786357,0.04237369,negative
ensemble-mode,0.13817945,0.02133194,0.8404886,
ensemble-mode,0.09226211,0.69841975,0.2093181,
ensemble-mode,0.76318365,0.18508427,0.051732004,neutral
ensemble-mode,0.55270004,0.1578003,0.28949967,
ensemble-mode,0.088943474,0.8266741,0.084382415,positive
ensemble-mode,0.8574772,0.026277682,0.116245106,
ensemble-mode,0.50817716,0.042506583,0.44931617,negative
ensemble-mode,0.06899461,0.82737267,0.10363275,
ensemble-mode,0.90738475,0.05940353,0.03321173,
ensemble-mode,0.28568205,0.60470533,0.109612614,positive
ensemble-mode,0.04631238,0.06705102,0.8866366,negative
ensemble-mode,0.9215735,0.020497866,0.057928592,neutral
ensemble-mode,0.78128695,0.03659015,0.18212292,
ensemble-mode,0.064017974,0.84730786,0.08867419,neutral
ensemble-mode,0.81318665,0.15215354,0.03465982,positive
ensemble-mode,0.2955878,0.117847584,0.5865646,positive
ensemble-mode,0.061805382,0.16863336,0.7695613,neutral
ensemble-mode,0.13634668,0.7479346,0.115718774,positive
ensemble-mode,0.8814484,0.049760893,0.068790674,
ensemble-mode,0.25481212,0.54182935,0.20335847,neutral
ensemble-mode,0.12913856,0.8286768,0.04218456,
ensemble-mode,0.062766016,0.8713856,0.06584838,negative
ensemble-mode,0.041829977,0.096163794,0.8620063,negative
ensemble-mode,0.2870796,0.5323297,0.18059066,neutral
ensemble-mode,0.07632152,0.8671327,0.056545727,negative
ensemble-mode,0.10626763,0.71551037,0.178222,neutral
ensemble-mode,0.16878995,0.73080826,0.10040182,negative
ensemble-mode,0.10253464,0.13722757,0.7602378,
ensemble-mode,0.07189486,0.88022107,0.047884118,positive
ensemble-mode,0.88228905,0.016681759,0.10102921,
ensemble-mode,0.06883119,0.028219515,0.90294933,negative
ensemble-mode,0.1164917,0.79222614,0.091282204,
ensemble-mode,0.8642083,0.02902485,0.106766894,negative
ensemble-mode,0.024890602,0.02956983,0.9455396,positive
ensemble-mode,0.1406296,0.78193045,0.07743997,negative
ensemble-mode,0.23209408,0.59768313,0.17022276,neutral
ensemble-mode,0.05382618,0.8995647,0.04660913,
ensemble-mode,0.051518,0.9123315,0.036150478,positive
ensemble-mode,0.8949391,0.087599784,0.017461099,neutral
ensemble-mode,0.8690882,0.04455331,0.08635854,neutral
ensemble-mode,0.06441946,0.12645397,0.80912656,neutral
ensemble-mode,0.059351087,0.829779,0.11086981,negative
ensemble-mode,0.94143546,0.018843742,0.039720766,
ensemble-mode,0.2749839,0.6100885,0.11492753,positive
ensemble-mode,0.12724406,0.8064541,0.06630182,neutral
ensemble-mode,0.03674754,0.04679013,0.9164623,
ensemble-mode,0.08289622,0.88226,0.034843717,
ensemble-mode,0.11875226,0.027607815,0.85363996,
ensemble-mode,0.030359713,0.042605374,0.9270349,negative
ensemble-mode,0.07231837,0.0191392,0.90854234,positive
ensemble-mode,0.060586587,0.84233475,0.09707865,
ensemble-mode,0.13560131,0.7945072,0.069891475,
ensemble-mode,0.051263906,0.9089739,0.03976225,
ensemble-mode,0.05158804,0.14278577,0.80562615,
ensemble-mode,0.77643275,0.10731979,0.116247475,
ensemble-mode,0.8658571,0.0365715,0.09757141,positive
ensemble-mode,0.44588798,0.37714314,0.17696887,
ensemble-mode,0.05360193,0.10043454,0.8459636,neutral
ensemble-mode,0.07790268,0.8915235,0.030573843,positive
ensemble-mode,0.11357908,0.78950894,0.09691196,positive
ensemble-mode,0.15602745,0.6473761,0.19659638,positive
ensemble-mode,0.8690892,0.049898285,0.08101254,
ensemble-mode,0.03407825,0.049479425,0.91644233,positive
ensemble-mode,0.07941428,0.84213066,0.07845513,
ensemble-mode,0.102123775,0.8293984,0.068477854,negative
ensemble-mode,0.036296852,0.035819158,0.92788404,positive
ensemble-mode,0.10438552,0.79319286,0.10242165,
ensemble-mode,0.18074152,0.19250588,0.6267525,neutral
ensemble-mode,0.048888408,0.8445095,0.106602125,
ensemble-mode,0.03884166,0.91724986,0.043908533,negative
